,result,iterations,eta,gamma,max_depth,min_child_weight,subsample,colsample_bytree,colsample_bylevel,lambda,alpha,scale_pos_weight,objective,eval_metric
0,0.767895,43,0.3,0.0,8,10,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
1,0.7703936,50,0.3,0.0,8,20,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
2,0.7712899999999999,49,0.3,0.0,7,10,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
3,0.7716132,45,0.3,0.0,8,30,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
4,0.7718486,46,0.3,0.0,7,20,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
5,0.7732466,62,0.3,0.0,8,50,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
6,0.7735036,53,0.3,0.0,7,40,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
7,0.773706,71,0.3,0.0,7,30,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
8,0.774026,52,0.3,0.0,8,40,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
9,0.774094,72,0.3,0.0,6,10,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
10,0.7742195999999999,50,0.3,0.0,8,60,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
11,0.7742608,54,0.3,0.0,8,70,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
12,0.7743928,66,0.3,0.0,7,50,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
13,0.7749840000000001,82,0.3,0.0,7,60,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
14,0.775497,77,0.3,0.0,6,40,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
15,0.7755791999999999,60,0.3,0.0,6,30,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
16,0.7756318,75,0.3,0.0,6,20,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
17,0.7756863999999999,69,0.3,0.0,7,70,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
18,0.7764732000000001,88,0.3,0.0,6,50,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
19,0.7764792,99,0.3,0.0,6,60,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
20,0.7765637999999999,92,0.3,0.0,6,70,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
21,0.7771592,104,0.3,0.0,5,10,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
22,0.7772143999999999,129,0.3,0.0,5,30,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
23,0.7777084000000001,95,0.3,0.0,5,20,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
24,0.7777426000000001,107,0.3,0.0,5,60,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
25,0.7778546,119,0.3,0.0,5,50,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
26,0.7779948,120,0.3,0.0,5,40,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
27,0.7782938,124,0.3,0.0,5,70,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
28,0.7787146,139,0.3,0.0,4,50,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
29,0.7788492,163,0.3,0.0,4,20,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
30,0.7790588000000002,156,0.3,0.0,4,40,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
31,0.7793086,151,0.3,0.0,4,30,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
32,0.7793556,139,0.3,0.0,4,10,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
33,0.7795144,188,0.3,0.0,4,60,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
34,0.779748,164,0.3,0.0,4,70,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
35,0.7802664,211,0.3,0.0,3,20,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
36,0.7803598,207,0.3,0.0,3,10,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
37,0.780448,204,0.3,0.0,3,60,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
38,0.7806254,290,0.3,0.0,3,50,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
39,0.780653,208,0.3,0.0,3,40,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
40,0.7810348000000001,320,0.3,0.0,3,70,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
41,0.7811190000000001,236,0.3,0.0,3,30,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
42,0.7811190000000001,236,0.3,0.0,3,30,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
43,0.7811190000000001,236,0.3,0.1,3,30,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
44,0.7811190000000001,236,0.3,0.2,3,30,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
45,0.7811190000000001,236,0.3,0.3,3,30,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
46,0.7811190000000001,236,0.3,0.4,3,30,1.0,1.0,1,1.0,0.0,1.0,binary:logistic,auc
47,0.7768339999999999,211,0.3,0.4,3,30,0.6,0.6,1,1.0,0.0,1.0,binary:logistic,auc
48,0.7770948,178,0.3,0.4,3,30,0.6,0.9,1,1.0,0.0,1.0,binary:logistic,auc
49,0.7771792000000001,195,0.3,0.4,3,30,0.6,0.7,1,1.0,0.0,1.0,binary:logistic,auc
50,0.7776086,196,0.3,0.4,3,30,0.6,0.8,1,1.0,0.0,1.0,binary:logistic,auc
51,0.778346,210,0.3,0.4,3,30,0.7,0.7,1,1.0,0.0,1.0,binary:logistic,auc
52,0.7785323999999999,248,0.3,0.4,3,30,0.7,0.8,1,1.0,0.0,1.0,binary:logistic,auc
53,0.7786586,224,0.3,0.4,3,30,0.8,0.8,1,1.0,0.0,1.0,binary:logistic,auc
54,0.7788367999999999,239,0.3,0.4,3,30,0.7,0.6,1,1.0,0.0,1.0,binary:logistic,auc
55,0.7789046,218,0.3,0.4,3,30,0.7,0.9,1,1.0,0.0,1.0,binary:logistic,auc
56,0.7789972000000001,195,0.3,0.4,3,30,0.8,0.7,1,1.0,0.0,1.0,binary:logistic,auc
57,0.7790256,195,0.3,0.4,3,30,0.8,0.9,1,1.0,0.0,1.0,binary:logistic,auc
58,0.7796502000000001,200,0.3,0.4,3,30,0.8,0.6,1,1.0,0.0,1.0,binary:logistic,auc
59,0.780504,288,0.3,0.4,3,30,0.9,0.9,1,1.0,0.0,1.0,binary:logistic,auc
60,0.7807976,249,0.3,0.4,3,30,0.9,0.7,1,1.0,0.0,1.0,binary:logistic,auc
61,0.7807995999999999,234,0.3,0.4,3,30,0.9,0.6,1,1.0,0.0,1.0,binary:logistic,auc
62,0.7810362,286,0.3,0.4,3,30,0.9,0.8,1,1.0,0.0,1.0,binary:logistic,auc
63,0.7799886,229,0.3,0.4,3,30,0.9,0.8,1,0.03,0.0,1.0,binary:logistic,auc
64,0.7800458,225,0.3,0.4,3,30,0.9,0.8,1,0.01,0.0,1.0,binary:logistic,auc
65,0.7804472,228,0.3,0.4,3,30,0.9,0.8,1,0.1,0.0,1.0,binary:logistic,auc
66,0.7809252,277,0.3,0.4,3,30,0.9,0.8,1,0.3,0.0,1.0,binary:logistic,auc
67,0.7810362,286,0.3,0.4,3,30,0.9,0.8,1,1.0,0.0,1.0,binary:logistic,auc
68,0.7805032000000001,274,0.3,0.4,3,30,0.9,0.8,1,1.0,0.1,1.0,binary:logistic,auc
69,0.7807324,244,0.3,0.4,3,30,0.9,0.8,1,1.0,0.03,1.0,binary:logistic,auc
70,0.7811562000000001,255,0.3,0.4,3,30,0.9,0.8,1,1.0,0.01,1.0,binary:logistic,auc
71,0.7812339999999999,265,0.3,0.4,3,30,0.9,0.8,1,1.0,0.3,1.0,binary:logistic,auc
72,0.781268,270,0.3,0.4,3,30,0.9,0.8,1,1.0,1.0,1.0,binary:logistic,auc
73,0.7781018000000001,233,0.3,0.4,3,30,0.9,0.8,1,1.0,1.0,11.5,binary:logistic,auc
74,0.781268,270,0.3,0.4,3,30,0.9,0.8,1,1.0,1.0,1.0,binary:logistic,auc
